Company Name,Company ID,Company Type,Origin,Is Subsidiary,Parent,Property Name,Also Known As,Property ID,Royalty,Equity,Controlling Ownership,Operator,Country/ Region,Country/Region Risk Score & Outlook,Development Stage,Status,Commodity(s),Primary Commodity,Primary Reserves and Resources,Unit,Total In-Situ Value ($M),Reserves & Resources As Of Date,Project Type,Coordinates,Coordinate Accuracy,Map Link,Construction Start,Production Start,Closure ,Sources/Notes
Nevada Lithium Resources Inc.,715298011,Public,Canada,No,Nevada Lithium Resources Inc.,Bonnie Claire,"BC1602, BC1603, BC1801",77631,,100.0,100.0,Nevada Lithium Resources Inc.,USA,1.5 Moderate,Prefeas/Scoping,Active,Lithium,Lithium,8358700.0,tonnes,135477.8,08/20/2021,Brine,"37.217030, -117.034900",Exact,,2028.0,2029.0,2068.0,
Nevada Sunrise Metals Corporation,43918723,Public,Canada,No,Nevada Sunrise Metals Corporation,Gemini,"Gemini East, Gemini West, Lida Valley",77055,2.0,,,Dome Rock Resources LLC,USA,1.5 Moderate,Reserves Development,Active,Lithium,Lithium,2868400.0,tonnes,46491.0,1/15/24,Brine,"37.436190,-117.412570",Exact,,,,,
Dome Rock Resources LLC,1917365940,Private,USA,No,Dome Rock Resources LLC,Gemini,"Gemini East, Gemini West, Lida Valley",77055,,100.0,100,Dome Rock Resources LLC,USA,1.5 Moderate,Reserves Development,Active,Lithium,Lithium,2868400.0,tonnes,46491.0,1/15/24,Brine,"37.436190,-117.412570",Exact,,,,,
Nevada Sunrise Metals Corporation,43918723,Public,Canada,No,Nevada Sunrise Metals Corporation,Neptune,"Clayton Deep, Clayton Valley",60628,,100.0,100.0,Nevada Sunrise Metals Corp.,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Brine,"37.640430,-117.716790",Exact,,,,,
Nevada Sunrise Metals Corporation,43918723,Public,Canada,No,Nevada Sunrise Metals Corporation,Jackson Wash,,64228,,100.0,100.0,Nevada Sunrise Metals Corp.,USA,1.5 Moderate,Exploration,Active,Lithium,Lithium,,,,,Brine,"37.583330,-117.333300",Exact,,,,,
Nevada Sunrise Metals Corporation,43918723,Public,Canada,No,Nevada Sunrise Metals Corporation,Aquarius,Clayton Valley,77441,,100.0,100.0,Nevada Sunrise Metals Corp.,USA,1.5 Moderate,Exploration,Active,Lithium,Lithium,,,,,Brine,"37.719280,-117.678940",Approximate,,,,,
Nevada Sunrise Metals Corporation,43918723,Public,Canada,No,Nevada Sunrise Metals Corporation,Atlantis,,77442,,100.0,100.0,Nevada Sunrise Metals Corp.,USA,1.5 Moderate,Exploration,Active,Lithium,Lithium,,,,,Brine,"37.808330,-118.041670",Approximate,,,,,
Noram Lithium Corp.,131238347,Public,Canada,No,Noram Lithium Corp.,Clayton Valley,"Clayton, Clayton Valley North, Hades, North Block, South Block, South Block Extention, Spartan, Zeus, Zeus Extension, Zeus XT",77553,,100.0,100.0,Noram Lithium Corp.,USA,1.5 Moderate,Prefeas/Scoping,Active,Lithium,Lithium,1762248.0,tonnes,28562.5,5/15/24,"Brine, Open Pit","37.774850,-117.509340",Exact,,2024.0,2025.0,,
Pacific Imperial Mines Inc.,3175110,Public,Canada,No,Pacific Imperial Mines Inc.,Eagle Mountain,,77625,,100.0,100.0,Pacific Imperial Mines Inc.,USA,1.5 Moderate,Exploration,Active,Lithium,Lithium,,,,,Project,"36.240710,-116.366570",Exact,,,,,
Patriot Resources Limited,1805653238,Public,Australia,No,Patriot Lithium Limited,Wickenburg,"Cholla, Dove, Dove East, Dove West, Mammoth, Vulture",90882,,100.0,100.0,Patriot Lithium Ltd.,USA,1.5 Moderate,Target Outline,Active,"Lithium, Caesium, Tantalum",Lithium,,,,,Project,"33.878240, -112.720990",Exact,,,,,
Elevra Lithium Limited,11235445,Public,Australia,No,Elevra Lithium Limited,Piedmont,"B Corridor, Carolina, Central, Core, Corridor Extensions, F Corridor, G Corridor, G-1, Huffstetler, Kings Mountain, S corridor, Star Corridor, Sunnyside",78645,,100.0,100.0,Elevra Lithium Limited,USA,1.5 Moderate,Feasibility Complete,Active,"Lithium, Spodumene",Lithium,475000.0,tonnes,7698.8,12/14/21,Open Pit,"35.394460,-81.284750",Exact,,2024,2027,2051,
Pure Energy Minerals Limited,3171239,Public,Canada,No,Pure Energy Minerals Limited,Clayton Valley,"CA claims, CD, CE, Clayton Valley North, Clayton Valley South, CV, CV/DB, CV/DB Claim Group, CV-1, CV-2, CV-3, CV-4, CV-5, CV-6, CV-7, CV-8, CV-9, CVL, CVN, CVS, DB, Neptune, SPD-8, SPD-9",37627,3.0,,0.0,Schlumberger Ltd.,USA,1.5 Moderate,Prefeas/Scoping,Active,"Lithium, Potash, Magnesium, Calcium Carbonate",Lithium,88000.0,tonnes,1426.3,6/15/17,Brine,"37.722290,-117.581330",Exact,,2025.0,2026.0,2045.0,
Pure Energy Minerals Limited,3171239,Public,Canada,No,Pure Energy Minerals Limited,Clayton Northeast,"Clayton NE, Clayton Valley, Triton",77443,,100.0,100.0,Pure Energy Minerals Ltd.,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Brine,"37.734540,-117.610090",Exact,,,,,
Pure Energy Minerals Limited,3171239,Public,Canada,No,Pure Energy Minerals Limited,Railroad Valley,RRV,78995,,85.0,100.0,Pure Energy Minerals Ltd.,USA,1.5 Moderate,Exploration,Active,Lithium,Lithium,,,,,Project,"38.311420,-115.770400",Exact,,,,,
Reedy Lagoon Corporation Limited,34946829,Public,Australia,No,Reedy Lagoon Corporation Limited,Nevada,"Fraction, Heller, Lone Mountain, NLP, San Antone, San Antone East, San Antone North, San Antone West, San Antonne East, Traction, Western Flats",89591,,20.0,20.0,Austroid Corp,USA,1.5 Moderate,Reserves Development,Active,Lithium,Lithium,,,,,Project,"38.121230,-117.426310",Exact,,,,,
Rockland Resources Ltd.,698546078,Public,Canada,No,Rockland Resources Ltd.,Lithium Butte,"Beryllium Butte, Butte, Saddle",89491,,90.0,100.0,Rockland Resources Ltd.,USA,1.5 Moderate,Exploration,Active,"Lithium, Beryllium, Lanthanides, Rubidium, Caesium",Lithium,,,,,Project,"39.703620,-113.539660",Exact,,,,,
Rover Critical Minerals Corp.,411867996,Public,Canada,No,Rover Critical Minerals Corp.,Let's Go,LGL,91046,,100.0,100.0,Rover Critical Minerals Corp.,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Project,"36.508770,-116.288510",Exact,,,,,
Schlumberger Limited,301966,Public,USA,No,Schlumberger Limited,Clayton Valley,"CA claims, CD, CE, Clayton Valley North, Clayton Valley South, CV, CV/DB, CV/DB Claim Group, CV-1, CV-2, CV-3, CV-4, CV-5, CV-6, CV-7, CV-8, CV-9, CVL, CVN, CVS, DB, Neptune, SPD-8, SPD-9",37627,,100.0,100.0,Schlumberger Ltd.,USA,1.5 Moderate,Prefeas/Scoping,Active,"Lithium, Potash, Magnesium, Calcium Carbonate",Lithium,88000.0,tonnes,1426.3,6/15/17,Brine,"37.722290,-117.581330",Exact,,2025.0,2026.0,2045.0,
Scotch Creek Ventures Inc.,578609874,Public,Canada,No,Scotch Creek Ventures Inc.,Macallan,Macallan East,87426,,100.0,100.0,Scotch Creek Ventures Inc.,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Project,"37.656410,-117.599040",Exact,,,,,
Scotch Creek Ventures Inc.,578609874,Public,Canada,No,Scotch Creek Ventures Inc.,Highlands West,"Highlands, Highland's West",89801,,100.0,100.0,Scotch Creek Ventures Inc.,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Project,"37.720260,-117.661000",Exact,,,,,
Sienna Resources Inc.,3156618,Public,Canada,No,Sienna Resources Inc.,Clayton Valley,"Blue Clay, Clayton Valley Deep Basin, Silver Peak South",77650,,100.0,100.0,GeoXplor Corp.,USA,1.5 Moderate,Target Outline,Active,"Lithium, Gold",Lithium,,,,,Brine,"37.630170,-117.519000",Exact,,,,,
Sienna Resources Inc.,3156618,Public,Canada,No,Sienna Resources Inc.,Elko,,91306,,100.0,100.0,Sienna Resources Inc.,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Project,"41.087920,-115.101710",Approximate,,,,,
Spearmint Resources Inc.,84196960,Public,Canada,No,Spearmint Resources Inc.,Clayton Valley (McGee),"Clayton Ridge, Elon, Green Clay, McGee",80026,,100.0,100.0,Spearmint Resources Inc.,USA,1.5 Moderate,Reserves Development,Active,Lithium,Lithium,846000.0,tonnes,13712.0,6/17/22,Project,"37.711990,-117.544590",Exact,,2028.0,2029.0,,
Standard Lithium Ltd.,3175246,Public,Canada,No,Standard Lithium Ltd.,Smackover,"Arkansas, Beulah-Taylor, Lanxess, Lanxess Central, Lanxess Smackover, Lanxess South, Lanxess West, Lester-1, Lower Smackover, Middle Smackover, North Middle Smackover, North Upper Smackover, Smackover, South Middle Smackover, South Upper Smackover, South West Arkansas, South-West Arkansas, South-Western Arkansas, SWA, Tetra, Upper Smackover",83068,,55.0,55.0,Standard Lithium Ltd.,USA,1.5 Moderate,Feasibility Complete,Active,"Lithium, Potash",Lithium,1874000.0,tonnes,30373.8,8/18/23,Brine/DLE,"33.232410,-93.551480",Exact,,,2026.0,2051.0,
Standard Lithium Ltd.,3175246,Public,Canada,No,Standard Lithium Ltd.,Bristol Dry Lake,"BLD, Cadiz Dry",84737,,100.0,100.0,Standard Lithium Ltd.,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Project,"34.473010,-115.738490",Exact,,,,,
Stardust Power Inc.,1848194105,Public,Canada,No,Stardust Power Inc.,Jackpot Lake,,77804,,90.0,100.0,Stardust Power Inc.,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Project,"36.454030,-114.878930",Exact,,,,,
"TETRA Technologies, Inc.",35290,Public,USA,No,"TETRA Technologies, Inc.",Smackover,"Arkansas, Beulah-Taylor, Lanxess, Lanxess Central, Lanxess Smackover, Lanxess South, Lanxess West, Lester-1, Lower Smackover, Middle Smackover, North Middle Smackover, North Upper Smackover, Smackover, South Middle Smackover, South Upper Smackover, South West Arkansas, South-West Arkansas, South-Western Arkansas, SWA, Tetra, Upper Smackover",83068,,,0.0,Standard Lithium Ltd.,USA,1.5 Moderate,Feasibility Complete,Active,"Lithium, Potash",Lithium,1874000.0,tonnes,30373.8,8/18/23,Brine,"33.232410,-93.551480",Exact,,,2026.0,2051.0,
"TETRA Technologies, Inc.",35290,Public,USA,No,"TETRA Technologies, Inc.",Bristol Dry Lake,"BLD, Cadiz Dry",84737,,,0.0,Standard Lithium Ltd.,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Project,"34.473010,-115.738490",Exact,,,,,
Ultra Lithium Inc.,25262327,Public,Canada,No,Ultra Lithium Inc.,South Big Smokey Valley,"Big Smoky, Big Smoky Valley, South Big Smoky Valley",60416,,100.0,100.0,Ultra Lithium Inc.,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Brine,"37.980000,-117.720000",Exact,,,,,
United Lithium Corp.,532932495,Public,Canada,No,United Lithium Corp.,Liberty,"Helen Beryl, Lithia, Tin Mountain, Tip Top",89060,,100.0,100.0,United Lithium Corp.,USA,1.5 Moderate,Target Outline,Active,"Lithium, Beryllium, Caesium, Tantalum, Tin",Lithium,,,,,Project,"43.727300,-103.621520",Approximate,,,,,
Usha Resources Ltd.,561208417,Public,Canada,No,Usha Resources Ltd.,Jackpot Lake,,77804,,10.0,0.0,Stardust Power Inc.,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Project,"36.454030,-114.878930",Exact,,,,,
West Cobar Metals Limited,1676819577,Public,Australia,No,West Cobar Metals Limited,Montezuma Well,,90606,,100.0,100.0,West Cobar Metals Ltd.,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Project,"38.175030,-117.339780",Exact,,,,,
West Cobar Metals Limited,1676819577,Public,Australia,No,West Cobar Metals Limited,Big Smoky Valley,,90607,,100.0,100.0,West Cobar Metals Ltd.,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Project,"37.976010,-117.602350",Exact,,,,,
Zimtu Capital Corp.,26762482,Public,Canada,No,Zimtu Capital Corp.,Kibby Basin,"A Block, Kibbi Flat, Kibby, Kibby Basis Playa, Kibby Playa",77480,1.5,,,Marquee Resources Ltd.,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Brine,"38.335160,-117.773520",Exact,,,,,
ioneer Ltd,38704945,Public,Australia,No,ioneer Ltd,Rhyolite Ridge,"BH, Borate Hills, NLB, NMC1117360, NMC1118666, NMC1129523, NMC1147912, NMC1147932, NMC1171536, NMC1179516, North Basin, Shelf, SLB, SLP, South Basin",77514,,100.0,100.0,ioneer Ltd,USA,1.5 Moderate,Preproduction - Construction Planned,Active,"Lithium, Borates, Potash",Lithium,1347000.0,tonnes,21832.2,3/31/23,Open Pit,"37.814910,-117.852530",Exact,https://eplanning.blm.gov/public_projects/2012309/200540745/20108272/251008272/09_rr_ser_native_american_ser_20240415_508.pdf,2024.0,2028.0,2050.0,
Mandrake Resources Limited,36508270,Public,Australia,No,Mandrake Resources Limited,Utah Lithium,"Leadville, McCracken, Paradox Clastic Zone A, Paradox Clastic Zone B, Paradox Clastic Zone C",91751,,100.0,100.0,Mandrake Resources Ltd,USA,1.5 Moderate,Reserves Development,Active,"Lithium, U3O8, Vanadium",Lithium,1337000,tonnes,21670.1,10/22/2024,Project,"38.131590, -109.253570",Exact,,2027.0,2028.0,,
Bradda Head Lithium Limited,107794051,Public,British Virgin Islands,No,Bradda Head Lithium Limited,Burro Creek,"East Burro Creek, West Burro Creek, Wikieup",78659,,100.0,100.0,Bradda Head Lithium Ltd. ,USA,1.5 Moderate,Reserves Development,Active,Lithium,Lithium,,,"1,215.60",,Brine,"34.566880, -113.339240",Exact,,,,,
Bradda Head Lithium Limited,107794051,Public,British Virgin Islands,No,Bradda Head Lithium Limited,Wilson Salt Flat,,78854,,100.0,100.0,Bradda Head Lithium Ltd. ,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Brine,"37.982550, -116.027430",Exact,,,,,
Bradda Head Lithium Limited,107794051,Public,British Virgin Islands,No,Bradda Head Lithium Limited,San Domingo,Lithia King,77536,,100.0,100.0,Bradda Head Lithium Ltd. ,USA,1.5 Moderate,Exploration,Active,"Lithium, Tantalum",Lithium,,,,,Project,"33.998280, -112.514290",Exact,,,,,
Bradda Head Lithium Limited,107794051,Public,British Virgin Islands,No,Bradda Head Lithium Limited,Basin Clay,,24,,100.0,100.0,Bradda Head Lithium Ltd. ,USA,1.5 Moderate,Exploration,Active,,Lithium,,,,,Project,"34.566667, -113.336444",Approximate,,,,,
Bradda Head Lithium Limited,107794051,Public,British Virgin Islands,No,Bradda Head Lithium Limited,Eureka,,23,,100.0,100.0,Bradda Head Lithium Ltd. ,USA,1.5 Moderate,Exploration,Active,,Lithium,,,,,Brine,"39.595278, -117.210498",Best Guess,,,,,
American Lithium Minerals Inc.,26467364,Private,USA,No,American Lithium Minerals Inc.,Sarcobatus Flat,,60345,,100.0,100.0,American Lithium Minerals Inc.,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Brine,"37.516420, -117.853090",Approximate,,,,,
Barrel Energy Inc.,283186092,Private,USA,No,Barrel Energy Inc.,L.G.,,80537,,100.0,100.0,Intl Metals Mining Corp,USA,1.5 Moderate,Exploration,Active,Lithium,Lithium,,,,,Project,"32.836160, -109.811320",Exact,,,,,
QX Resources Limited,116245596,Public,Australia,No,QX Resources Limited,Liberty,Salt Fire Flat,91280,,25.0,25.0,QX Resources Ltd,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Project,"35.936100, -117.228310",Exact,,,,,
IRIS Metals Limited,1674460588,Public,Australia,No,IRIS Metals Limited,Custer,"Beecher, Beecher Extended, Black Diamond, Longview",89716,,100.0,100.0,IRIS Metals Ltd,USA,1.5 Moderate,Exploration,Active,"Lithium, Spodumene",Lithium,,,,,Project,"43.707870, -103.577060",Exact,,,,,
IRIS Metals Limited,1674460588,Public,Australia,No,IRIS Metals Limited,Tin Mountain,,92584,,100.0,100.0,IRIS Metals Ltd,USA,1.5 Moderate,Exploration,Active,"Lithium, Beryllium, Tantalum, Rubidium, Caesium",Lithium,,,,,Project,"43.743990, -103.728130",Exact,,,,,
IRIS Metals Limited,1674460588,Public,Australia,No,IRIS Metals Limited,Edison,,30,,100.0,100.0,IRIS Metals Ltd,USA,1.5 Moderate,Exploration,Active,Lithium,Lithium,,,,,Project,"43.883935, -103.405460",Approximate,,,,,
IRIS Metals Limited,1674460588,Public,Australia,No,IRIS Metals Limited,Ingersoll,,29,,100.0,100.0,IRIS Metals Ltd,USA,1.5 Moderate,Target Outline,Active,"Lithium, Beryllium, Tantalum",Lithium,,,,,Project,"43.910401, -103.453011",Approximate,,,,,
GMV Minerals Inc,36110814,Public,Canada,No,GMV Minerals Inc,Daisy Creek,,91767,,100.0,100.0,GMV Minerals Inc,USA,1.5 Moderate,Target Outline,Active,Lithium U3O8,Lithium,,,,,Project,"40.252150, -117.334350",Exact,,,,,
Fulcrum Lithium Ltd,1892077115,Public,Australia,No,Fulcrum Lithium Ltd,Alkali Flats,,92860,,100.0,100.0,Fulcrum Lithium Ltd,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Project,"37.799640, -117.212170",Exact,,,,,
"WESCO International, Inc.",398674,Public,USA,No,"WESCO International, Inc.",Central Nevada,"Big Smoky, Big Smoky Valley, BSV, ECV, Edwards Creek, SCV, Smith Creek",77763,,100.0,100.0,WESCO International Inc,USA,1.5 Moderate,Exploration,Active,Lithium,Lithium,,,,,Brine,"39.317720, -117.509570",Exact,,,,,
Authium Ltd,1865936028,Private,Australia,No,Authium Ltd,Clayton Ridge,,91458,,100.0,100.0,Authium Ltd,USA,1.5 Moderate,Reserves Development  ,Active,Lithium,Lithium,"933,909",tonnes,15136.8,12/21/2023,Project,"37.776670, -117.476830",Exact,,,,,
BioELife Corp,35987538,Private,USA,No,BioELife Corp,Elon,,77812,,100.0,100.0,BioELife Corp. ,USA,1.5 Moderate,Grassroots,Active,Lithium,Lithium,,,,,Project,"37.755430, -117.624920",Approximate,,,,,
Beta Energy Corp. ,1762158568,Public,Canada,No,Beta Energy Corp. ,Green Energy,,37639,,100.0,100.0,Beta Energy Corp. ,USA,1.5 Moderate,Exploration,Active,"Lithium, Potash",Lithium,"11,231",tonnes,182,03/14/2011,Brine,"38.541900, -109.764690",Exact,,,,,
Chariot Corporation Limited,1817750491,Private,Australia,No,Chariot Corporation Limited,Horizon,,92832,,,0.0,,USA,1.5 Moderate,Reserves Development,Active,Lithium,Lithium,"6,002",tonnes,97.6,11/15/2023,Project,"38.055710, -117.352210",Exact,,,,,
Ares Strategic Mining Inc,105654591,Public,Canada,No,Ares Strategic Mining Inc,Little Rock,,77806,,100.0,100.0,Ares Strategic Mining Inc,USA,1.5 Moderate,Grassroots,Active,Lithium,Lithium,,,,,Project,"34.446420, -113.284880",Exact,,,,,
Kiplin Metals Inc.,7668507,Private,Canada,No,Kiplin Metals Inc.,Miller's Playa,,77501,,100.0,100.0,Kiplin Metals Inc.,USA,1.5 Moderate,Exploration,Active,Lithium,Lithium,,,,,Brine,"38.097660, -117.590740",Approximate,,,,,
Avarone Metals Inc.,880415,Public,Canada,No,Avarone Metals Inc.,Moab,,77334,,100.0,100.0,Avarone Metals Inc.,USA,1.5 Moderate,Exploration,Active,Lithium,Lithium,,,,,Brine,"37.908580, -117.652350",Approximate,,,,,
Unnamed owner,200,NA,NA,No,Unnamed owner,Red Valley,,78769,,,,,USA,1.5 Moderate,Exploration,Active,Lithium,Lithium,,,,,Brine,"38.93925, -112.56741",Exact,,,,,
Indiva Limited,432836367,Private,Canada,Yes,SNDL Inc.,Sarcobatus Flats,,37597,,100.0,100.0,Rainmaker Resources Ltd.,USA,1.5 Moderate,Exploration,Active,Lithium,Lithium,,,,,Project,"37.213000, -117.090000",Exact,,,,,
Pantera Lithium Limited,717221253,Public,Australia,No,Pantera Lithium Limited,Smackover,Lithium Brine,91782,,100.0,100.0,Pantera Lithium Ltd.,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Project,"33.302670, -93.440580",Exact,,,,,
Ares Strategic Mining Inc,105654591,Public,Canada,No,Ares Strategic Mining Inc,Wilcox Playa,,77805,,100.0,100.0,Ares Strategic Mining Inc,USA,1.5 Moderate,Grassroots,Active,Lithium,Lithium,,,,,Project,"32.089570, -109.825900",Exact,,,,,
Controlled Thermal Resources Holdings Inc,1829613854,Private,USA,No,Controlled Thermal Resources Holdings Inc,Hell's Kitchen,,15,,,,Controlled Thermal Resources Holdings,USA,1.5 Moderate,Under Construction,Active,,Lithium,,,,,Geothermal,"33.2278,−115.5805",Approximate,https://files.ceqanet.opr.ca.gov/277330-1/attachment/umqX2ZYUYgPDPnQmJ1zkDyRyVLAng5T8MBZGSmrgzFDiB8GLtk0M8WcbNQvXIZ8U6A4g_EZEGzbWm6l_0,2024.0,2026.0,,
EnergySource Minerals LLC,1760962057,Private,USA,No,EnergySource Minerals LLC,Energy Source Mineral ATLiS Project,,16,,,,EnergySource Minerals LLC,USA,1.5 Moderate,Exploration,Active,,Lithium,,,,,Geothermal,"33.2046,−115.5789",Approximate,https://files.ceqanet.opr.ca.gov/266414-3/attachment/1WAuc8St0q6pOKUU198nvMAjVyToYppAVahm_j0pGKvijQDseTzebhSqUWzg_s9AsKTPbLRQ_XPG7h4b0,,,,
"BHE Renewables, LLC",154192270,Private,USA,Yes,Berkshire Hathaway Energy Company/ Berkshire Hathaway Inc.,Black Rock Geothermal Project,,17,,,,"BHE Renewables, LLC",USA,1.5 Moderate,Exploration,Active,,Lithium,,,,,Geothermal,"33.1493115,-115.6278498",Approximate,file:///Users/carlasamon/Downloads/TN249753_20230418T115342_Black%20Rock%20Geothermal%20Project%20AFC%20Volume%202%20Appendix%205-6%20Land%20Use.pdf,,,,
"BHE Renewables, LLC",154192270,Private,USA,Yes,Berkshire Hathaway Energy Company/ Berkshire Hathaway Inc.,Morton Bay Geothermal Project,,18,,,,"BHE Renewables, LLC",USA,1.5 Moderate,Exploration,Active,,Lithium,,,,,Geothermal,"33.20239584741529,-115.58390364391832",Approximate,file:///Users/carlasamon/Downloads/TN249753_20230418T115342_Black%20Rock%20Geothermal%20Project%20AFC%20Volume%202%20Appendix%205-6%20Land%20Use.pdf,,,,
"BHE Renewables, LLC",154192270,Private,USA,Yes,Berkshire Hathaway Energy Company/ Berkshire Hathaway Inc.,Elmore North Geothermal Project,,19,,,,"BHE Renewables, LLC",USA,1.5 Moderate,Exploration,Active,,Lithium,,,,,Geothermal,"33.1803616,-115.6015972",Approximate,file:///Users/carlasamon/Downloads/TN249753_20230418T115342_Black%20Rock%20Geothermal%20Project%20AFC%20Volume%202%20Appendix%205-6%20Land%20Use.pdf,,,,
POWR Lithium Corp.,1686054061,Public,Canada,No,POWR Lithium Corp.,ELi property,,26,,,,POWR Lithium Corp. ,USA,1.5 Moderate,Exploration,Active,,Lithium,,,,,Project,"39.052809, -116.337518",Best Guess,,,,,
"American Battery Materials, Inc.",60456572,Public,USA,No,"American Battery Materials, Inc.",Lisbon Valley,Lisbon Lithium Project,27,,,,"American Battery Materials, Inc.",USA,1.5 Moderate,Exploration,Active,,Lithium,,,,,Project,"38.155928, -109.146069",,,,,,
Lion Rock Resources Inc.,2386075,Public,Canada,No,Lion Rock Resources Inc.,Volney,"Giant, Giant Volney, Giant-Volney, Rough & Ready, Rough and Ready, Rusty, Tantalum, Tantalum Hill, Tantalum-Negro Hill, Tinton, Tinton Dome, Volney No. 1, Volney No. 2",93048,,100.0,100.0,Lion Rock Resources Inc.,USA,1.7 Elevated,Grassroots,Active,"Lithium, Gold, Tantalum, Tin, Spodumene, Caesium",Lithium,,,,,Project,"44.379920, -104.050230",Exact,,,,,
